Real;Forecast;MAPE
5041;5031.752498;0.183445776
5182;5253.987791;1.389189331
5151;5185.157185;0.66311756
5108;5028.783105;1.550839763
5050;5010.111452;0.789872246
5015;4938.840338;1.518637336
4890;4944.558458;1.11571488
4855;4763.041189;1.894105277
4935;4860.17364;1.516238292
5143;5030.720099;2.18315966
5640;5314.014689;5.779881398
5747;6016.204014;4.684252888
5623;5699.469261;1.35993706
5419;5454.833175;0.661250693
5288;5233.59326;1.028871788
5093;5186.55142;1.836862748
4852;4921.689777;1.436310327
4562;4682.27323;2.636414513
4198;4406.510072;4.96689072
3914;4018.770466;2.676813136
3910;3832.626393;1.978864635
4123;4056.851021;1.604389496
4413;4386.476016;0.601042009
4765;4682.069813;1.740402663
5004;5043.394399;0.787258175
5113;5126.751352;0.268948788
5100;5110.776634;0.211306554
4964;4994.115467;0.606677415
4758;4777.775934;0.415635433
4589;4557.08256;0.6955206
4553;4463.9311;1.956268402
4515;4565.064981;1.108858929
4687;4511.204487;3.750704351
5279;4875.213804;7.648914483
5564;5768.805304;3.680900496
5494;5664.098361;3.096075008
5367;5328.459966;0.718092686
5216;5225.516315;0.182444681
4957;5069.666009;2.272866833
4526;4715.542055;4.187849215
3928;4187.259168;6.600284305
4005;3545.694806;11.46829448
4460;4295.341682;3.691890533
4913;4915.778352;0.056551023
5170;5266.075998;1.858336513
5218;5313.782;1.835607512
5202;5206.532982;0.087139216
5065;5147.224867;1.623393223
5023;4871.930035;3.007564503
4900;4941.92871;0.855687961
4754;4764.480597;0.220458489
4693;4647.073151;0.978624533
4790;4697.703299;1.926862225
4910;4917.241866;0.147492188
5137;5017.044098;2.335135326
5569;5317.701588;4.512451286
5682;5885.655101;3.584215075
5531;5649.167317;2.136454839
5337;5324.927392;0.226205884
5157;5153.055252;0.076493083
4788;5012.921941;4.697617818
4361;4486.596064;2.879983127
3791;4086.432314;7.792991664
3879;3461.835932;10.754423
4364;4188.361712;4.024708699
4908;4852.761757;1.125473573
5099;5321.816512;4.369808046
5161;5166.19406;0.100640567
5105;5168.545691;1.244773579
5044;5007.975727;0.714200497
4963;4919.584369;0.874786042
4786;4825.806504;0.831728048
4783;4609.957533;3.617864668
4643;4823.526809;3.888150093
4552;4540.121951;0.260941332
4608;4535.815403;1.566506004
4776;4708.7774;1.407508368
5322;4933.350398;7.302698272
5544;5760.583434;3.906627606
5427;5584.305808;2.898577634
5211;5238.858311;0.53460585
4992;5012.28856;0.406421468
4687;4808.804685;2.598777147
4244;4437.973532;4.570535634
3667;3926.232328;7.069329912
3875;3326.104511;14.16504488
4317;4287.110884;0.69235848
4744;4739.565577;0.093474344
4939;5079.268076;2.840009643
4885;5034.462385;3.059618929
4702;4799.474187;2.073036731
4634;4529.316725;2.25902623
4575;4546.317399;0.626942096
4473;4482.195925;0.205587422
4378;4371.857353;0.140307151
4314;4334.785822;0.481822473
4280;4311.312412;0.731598422
4281;4298.83766;0.416670412
4457;4316.286518;3.157134436
5125;4628.663079;9.684622853
5393;5660.972716;4.968898863
5325;5438.973635;2.140349952
5106;5150.320569;0.868009581
4794;4882.276524;1.84139599
4424;4523.491856;2.248911758
3951;4128.757653;4.499054741
3636;3615.487874;0.56413989
3446;3538.878242;2.695247869
3438;3448.45517;0.304106162
3628;3583.952599;1.214095936
4087;3892.925271;4.748586467
4546;4519.307607;0.587162183
4663;4876.72515;4.5834259
4594;4633.348558;0.856520635
4563;4454.096886;2.386656008
4468;4483.364166;0.343871211
4345;4318.17515;0.617372847
4303;4199.659495;2.401592017
4171;4272.135138;2.424721613
4082;4076.099923;0.144538889
4092;4065.093721;0.657533696
4114;4150.960432;0.898406226
4207;4161.104109;1.090941086
4882;4304.156933;11.83619556
5174;5442.32352;5.185997676
5005;5244.415008;4.783516648
4795;4740.497751;1.136647528
4468;4600.565019;2.966987883
4058;4190.725269;3.270706485
3565;3741.904301;4.962252469
3263;3227.599854;1.084895684
3115;3190.680026;2.429535357
3130;3159.341541;0.937429438
3355;3289.184794;1.961705086
3826;3650.917374;4.576127187
4228;4259.304819;0.740416731
4397;4487.303575;2.053754253
4462;4418.554453;0.973678773
4341;4424.927504;1.933367981
4350;4145.716313;4.69617671
4216;4299.576141;1.982356296
4187;4029.046077;3.772484416
4042;4160.828011;2.939832049
4011;3919.220123;2.288204369
3947;4037.385596;2.289982174
3965;3923.991958;1.034250756
4119;4017.01572;2.475947553
4724;4268.563616;9.640905678
4858;5206.370068;7.171059456
4760;4812.089211;1.094311166
4516;4600.54862;1.872201512
4240;4293.4614;1.260882079
3852;4019.174935;4.33995158
3441;3550.457849;3.180989514
3168;3178.284858;0.324648309
2992;3087.481947;3.191241559
2987;2996.90955;0.331755943
3085;3127.117772;1.365243832
3348;3269.790558;2.33600483
3794;3631.8717;4.273281504
4176;4160.067164;0.381533422
4369;4400.917854;0.730552849
4390;4392.100212;0.04784083
4375;4285.941914;2.035613383
4261;4271.254487;0.240659171
4213;4080.521678;3.144512757
4024;4132.750323;2.702542819
3953;3837.562241;2.920257006
3904;3940.075347;0.924061138
3919;3896.628327;0.570851566
4082;3971.010951;2.718986989
4737;4244.047623;10.40642552
4956;5265.00749;6.235017953
4716;4972.92155;5.447870022
4446;4412.754371;0.747764945
4133;4225.140692;2.229390083
3835;3886.627701;1.346224276
3465;3618.168325;4.420442287
3122;3215.978882;3.010214026
2937;2976.469289;1.343864109
2911;2957.448831;1.595631429
2962;3037.486882;2.548510525
3103;3111.011194;0.258175771
3491;3285.323342;5.891625831
3894;3845.827607;1.237092786
4182;4166.254036;0.376517563
4137;4308.183698;4.137870398
4165;3965.35709;4.793347184
4107;4124.176519;0.418225435
4012;3972.333608;0.988693731
3851;3874.321233;0.605589012
3690;3690.812366;0.022015336
3609;3581.325104;0.76683003
3656;3605.57905;1.379128834
3771;3743.273642;0.735252132
4476;3888.168004;13.13297579
4797;5068.079802;5.651027765
4729;4893.557381;3.479750083
4457;4548.751917;2.05860257
4172;4187.367688;0.368353021
3692;3933.623513;6.54451551
3260;3298.678981;1.186471816
2964;2982.338066;0.618693195
2909;2861.372401;1.637249889
2897;3037.273239;4.84201721
3125;3010.513977;3.663552733
3634;3417.669722;5.952952069
4160;4093.559083;1.597137421
4335;4520.566048;4.280647002
4341;4320.18395;0.479521999
4291;4239.618894;1.197415668
4248;4161.340069;2.040017213
4179;4131.651534;1.133009475
4112;4050.573633;1.493831871
4032;4029.699022;0.057067902
3946;3981.412047;0.897416296
3868;3903.615796;0.92078065
3859;3842.24912;0.434073084
3939;3893.770346;1.148252194
4577;4032.001815;11.90732324
4888;5112.293942;4.588664943
4653;4987.677539;7.192725954
4413;4339.327977;1.669431737
4082;4221.33812;3.413476731
3615;3816.221285;5.56628728
3237;3260.884276;0.737852204
2926;3018.580748;3.164072043
2761;2811.504123;1.829196793
2832;2798.180729;1.19418331
3031;3043.322292;0.406542141
3497;3290.881387;5.894155375
4019;3926.238969;2.308062484
4222;4388.420892;3.941754898
4294;4240.079739;1.255711716
4209;4246.126818;0.882081682
4183;4031.228852;3.628284672
4165;4085.195527;1.916073773
4048;4075.41969;0.677363876
4017;3900.193399;2.907806839
3970;4012.171733;1.062260288
3892;3944.490725;1.34868256
3902;3853.644808;1.239241216
3960;3945.922365;0.355495842
4615;4024.316062;12.7992186
4896;5165.545175;5.505416155
4707;4959.590047;5.366264006
4416;4436.584528;0.466135154
4027;4174.776066;3.669631633
3593;3724.315232;3.654751793
3166;3283.093329;3.698462685
2883;2902.626705;0.680773677
2791;2807.822424;0.602738227
2812;2887.659162;2.690581864
3016;2969.64429;1.536993033
3530;3292.197703;6.73660898
4005;3997.150249;0.195998787
4107;4321.811587;5.230377084
4269;4045.551404;5.234214017
4215;4320.444154;2.501640656
4194;4048.043024;3.480137715
4150;4092.65466;1.381815431
4117;4036.387483;1.958040246
3999;4054.95456;1.399213799
3988;3888.90464;2.484838503
3957;4008.997361;1.314060176
3902;3947.186058;1.158023022
4037;3877.778655;3.944051164
4607;4179.187119;9.286148921
4888;5064.123568;3.603182648
4688;4974.2072;6.105102386
4382;4407.89662;0.590977177
3994;4132.143605;3.458778286
3515;3699.240715;5.241556617
3086;3170.692468;2.744409195
2834;2839.213863;0.183975413
2722;2789.939948;2.495956946
2739;2798.94853;2.188701368
2952;2900.952818;1.72924059
3371;3239.865197;3.890086129
3915;3758.955608;3.985808215
4074;4312.903828;5.864109669
4172;4046.338779;3.012013925
4153;4158.141173;0.123794192
4120;4030.808252;2.164848244
4140;4004.778875;3.266210746
4037;4083.142758;1.142996233
3994;3888.574473;2.639597559
3912;3970.85574;1.504492324
3917;3851.280799;1.677794257
3864;3954.189792;2.334104356
3975;3831.687614;3.605343036
4466;4094.352753;8.321702809
4699;4865.955191;3.552994072
4520;4764.94808;5.419205312
4242;4279.394138;0.881521405
3949;4015.320655;1.679429108
3479;3734.635706;7.3479651
3086;3125.679678;1.285796437
2828;2868.528922;1.433130208
2736;2764.502228;1.041748117
2724;2820.005868;3.524444485
2945;2845.064332;3.393401299
3402;3236.774353;4.856720952
3949;3815.905862;3.370325082
4196;4337.236435;3.365977957
4298;4239.448882;1.362287518
4334;4263.050978;1.637033267
4321;4250.275515;1.636761978
4276;4199.258129;1.794711673
4234;4147.2501;2.048887584
4082;4147.406906;1.602324994
3886;3934.175792;1.239727031
3968;3751.595289;5.453747746
3962;4103.035053;3.559693412
4125;3960.561186;3.986395503
4597;4283.62663;6.816910386
4686;4973.179121;6.128449013
4518;4642.306023;2.751350667
4255;4324.65111;1.63692385
3977;4034.664963;1.449961344
3589;3772.697695;5.118353161
3172;3305.69002;4.214691689
2877;2922.78914;1.591558564
2775;2791.176372;0.582932327
2807;2855.26069;1.719297844
2948;2963.861349;0.538037615
3154;3150.814477;0.100999458
3610;3367.100192;6.728526535
4037;3992.021132;1.114165677
4250;4290.291532;0.948036045
4281;4269.32557;0.272703329
4344;4180.440028;3.765192727
4339;4298.782442;0.926885407
4284;4231.680417;1.221278785
4148;4157.501774;0.229068806
4103;3992.271274;2.698725953
3797;4085.945059;7.609825108
4084;3551.41502;13.04076836
4216;4416.8549;4.764110531
4648;4283.456363;7.843021449
4737;4994.87444;5.443834487
4558;4704.388377;3.211680057
4285;4356.960095;1.679348763
3955;4072.119129;2.961292768
3644;3699.007877;1.509546557
3259;3442.912241;5.643210821
3007;3023.082338;0.534830011
2821;2949.718075;4.562852718
2777;2819.181727;1.51896747
2840;2887.401293;1.669059608
3018;2997.914054;0.665538317
3351;3234.790114;3.467916619
3755;3644.915864;2.931668079
4134;4034.480471;2.407342261
4294;4336.458702;0.988791382
4391;4270.781903;2.737829588
4362;4350.179592;0.27098596
4255;4219.031198;0.845330252
4077;4083.133142;0.150432725
3997;3880.613713;2.911841068
3972;3942.317203;0.747301033
4066;3973.725132;2.269426179
4298;4167.45761;3.037282221
4640;4493.397768;3.15953086
4856;4885.067432;0.598587975
4734;4945.316802;4.463810766
4444;4541.882896;2.202585414
4140;4184.155079;1.066547797
3761;3908.016946;3.90898554
3283;3487.047868;6.215286872
3001;2978.018494;0.765794929
2916;2944.415352;0.974463377
2960;3009.728501;1.68001694
3146;3127.702168;0.581622126
3698;3394.406917;8.209656121
4255;4199.198672;1.31142956
4532;4632.523577;2.218084225
4691;4591.867221;2.113254731
4669;4687.960108;0.406084987
4585;4511.660506;1.599552755
4477;4404.956273;1.609196484
4368;4305.904323;1.421604338
4206;4243.38141;0.888763912
4158;4071.379704;2.08322019
4129;4170.143036;0.996440684
4111;4143.276479;0.785124761
4219;4135.151403;1.987404533
4719;4343.912;7.94846365
5101;5136.293042;0.691884761
5012;5296.650518;5.679379846
4723;4803.682137;1.708281547
4380;4453.144879;1.669974415
3870;4119.288708;6.441568673
3419;3480.636591;1.802766641
3105;3148.179943;1.390658389
2989;2998.290404;0.3108198
3029;3069.081561;1.323260512
3212;3212.035584;0.00110783
3739;3473.15533;7.110047338
4307;4231.271767;1.758259412
4398;4704.602249;6.971401747
4454;4305.459606;3.334988631
4335;4415.899701;1.866198416
4285;4136.929114;3.455563268
4214;4180.819079;0.787397271
4117;4088.435291;0.693823384
4007;4013.736772;0.168125071
3900;3935.606891;0.912997202
3914;3852.680816;1.566662859
3895;3983.143604;2.262993672
3995;3903.256135;2.296467198
4518;4108.919742;9.054454573
4928;4952.872083;0.504709483
4851;5139.003032;5.936982731
4547;4645.678966;2.170199388
4231;4255.813079;0.586458967
3704;3993.818065;7.824461793
3240;3290.277648;1.551779258
2965;2957.902258;0.239384204
2848;2903.384225;1.944670833
2844;2917.276268;2.576521377
3055;2989.174536;2.154679659
3593;3342.598428;6.969150353
4118;4089.017008;0.703812333
4249;4475.675975;5.334807593
4252;4199.432133;1.236309193
4178;4162.310366;0.375529781
4220;4029.535859;4.51336828
4172;4181.593872;0.229958586
4101;4038.07795;1.534309933
3983;4009.185901;0.65744166
3981;3890.796321;2.265854783
3964;4021.381942;1.447576728
4006;3964.085375;1.046296172
4114;4056.149931;1.406175707
4595;4210.786514;8.361555739
4914;4982.724212;1.398539116
4714;5051.66217;7.162965006
4451;4423.015242;0.628729688
4113;4229.680862;2.836879698
3645;3846.797011;5.536269154
3221;3298.962523;2.420444691
2923;2974.028824;1.745768876
2843;2831.724075;0.39662064
2848;2961.987251;4.002361352
3025;2986.947943;1.257919236
3501;3282.392141;6.244154779
4013;3946.090381;1.667321673
4210;4372.821948;3.867504697
4208;4223.416796;0.366368715
4315;4090.958584;5.192153335
4363;4322.323936;0.932295752
4375;4285.024311;2.056587166
4216;4282.231972;1.570967078
4108;4017.004818;2.215072578
4103;4038.571837;1.570269632
4115;4127.974381;0.315294798
4180;4127.864838;1.247252689
4391;4242.805498;3.374960185
4722;4567.386443;3.274323522
4918;4959.554872;0.844954702
4762;4983.183537;4.644761377
4496;4542.237712;1.028418861
4217;4268.326386;1.217130323
3774;4005.720028;6.139905365
3313;3443.767071;3.947089378
3074;3041.067514;1.071323568
2971;3054.57159;2.812911145
2999;3040.398036;1.38039466
3192;3156.200303;1.12154439
3646;3451.620818;5.331299559
4146;4065.469817;1.9423585
4340;4498.19021;3.644935724
4367;4350.465114;0.378632618
4325;4285.002601;0.924795354
4407;4199.832201;4.70088039
4253;4397.515539;3.397967065
4181;4020.204064;3.845872672
4031;4109.164624;1.939087675
3974;3908.04808;1.659585294
3937;3975.648741;0.981679997
3914;3937.502918;0.600483335
4005;3926.848769;1.951341589
4430;4117.008485;7.065271209
4854;4784.237025;1.437226506
4695;5114.548413;8.936068428
4358;4423.566636;1.504512066
3972;4070.823453;2.488002335
3659;3696.025865;1.011912133
3250;3454.861809;6.30344029
2958;2975.859544;0.603770931
2838;2858.859199;0.734996458
2830;2907.262806;2.730134481
2935;2964.310144;0.998642044
3156;3128.05275;0.885527572
3652;3398.311916;6.946552126
3951;4067.939967;2.959756176
3962;4076.623255;2.893065503
3960;3849.977124;2.778355453
3943;3892.790999;1.273370557
4021;3855.038646;4.127365173
4019;4019.928079;0.023092285
3936;3939.704912;0.094128849
