Real;Forecast;MAPE
5827;5774.243114;0.905386749
5732;5723.593448;0.146660006
5752;5599.257959;2.65545969
6089;5756.688535;5.457570457
6236;6356.118787;1.92621532
6204;6269.816059;1.060864917
6206;6129.340214;1.235252756
6136;6198.095291;1.011983236
6020;6052.720131;0.543523774
6037;5902.792381;2.223084627
5937;6053.38856;1.960393461
5793;5851.956194;1.017714383
5395;5707.637804;5.794954664
5029;5115.445399;1.718938133
4759;4852.718805;1.969296173
4659;4665.844416;0.146907409
4749;4704.306776;0.941108105
5109;4927.20235;3.558380314
5440;5475.427558;0.651241875
5793;5693.63047;1.715337989
5988;6037.340064;0.823982369
6031;6039.866892;0.147021912
5925;5956.155896;0.525837909
5887;5738.996695;2.514070077
5819;5797.703336;0.365984948
5784;5712.540705;1.235464985
5786;5739.623508;0.801529412
6184;5793.294244;6.318010286
6435;6532.016412;1.507636545
6448;6554.30842;1.648703789
6383;6381.899013;0.017248732
6242;6298.137995;0.899359096
6162;6104.230717;0.937508652
6130;6086.099007;0.716166273
6066;6087.108374;0.347978471
5864;6019.949459;2.659438252
5440;5727.137889;5.278270014
5053;5162.438473;2.165811848
4795;4869.911961;1.56229325
4701;4723.518528;0.479015702
4783;4753.380246;0.619271454
5100;4959.200641;2.760771741
5426;5438.203313;0.2249044
5741;5689.870508;0.890602548
5938;5957.306081;0.32512767
5955;6003.571912;0.815649229
5989;5862.65571;2.10960578
5951;5934.93674;0.269925395
5957;5831.186319;2.112030899
5903;5910.864926;0.133236085
5971;5814.146006;2.62693007
6319;6029.396572;4.583057882
6593;6593.438191;0.006646299
6598;6729.163846;1.987933404
6570;6512.500142;0.875188094
6535;6513.34254;0.331407188
6390;6472.133004;1.285336529
6376;6226.718324;2.341306088
6208;6360.57091;2.45764997
6093;6061.565795;0.515906858
5625;6055.808717;7.658821644
5208;5282.914901;1.438458161
4898;5012.669663;2.341152775
4797;4794.10086;0.060436513
4891;4863.832259;0.555463936
5220;5083.249679;2.619737953
5549;5570.780114;0.392505206
5917;5820.443259;1.631852979
6184;6182.710552;0.020851366
6387;6304.900383;1.285417519
6445;6434.50014;0.16291482
6417;6354.604811;0.972342052
6408;6283.065672;1.949661791
6328;6321.220396;0.107136601
6347;6204.022511;2.252678264
6719;6349.523204;5.498984902
6841;7014.703599;2.53915508
6718;6845.795705;1.902287952
6569;6571.200134;0.033492671
6460;6457.536142;0.038140209
6364;6390.311173;0.41343766
6368;6283.918034;1.320382636
6246;6383.567175;2.202484393
6079;6165.422394;1.421654771
5708;6000.827733;5.130128468
5331;5470.367041;2.614275761
5081;5143.501546;1.230103246
4991;5010.360409;0.387906408
5047;5042.444347;0.090264574
5214;5195.850895;0.348084109
5538;5425.692749;2.027938797
5920;5841.295239;1.329472314
6169;6198.681578;0.481140828
6257;6269.160811;0.194355295
6161;6217.690294;0.920147601
6007;5986.596802;0.339657041
5799;5822.664363;0.408076616
5630;5594.081501;0.637983997
5602;5506.986585;1.696062383
5918;5625.770875;4.937971016
6218;6222.693851;0.075488119
6296;6427.199809;2.08385973
6353;6303.923971;0.772485895
6276;6378.987171;1.640968313
6268;6170.249059;1.559523626
6342;6231.614513;1.740546946
6259;6355.98699;1.549560467
6221;6145.388921;1.215416796
5871;6203.730709;5.66736005
5528;5588.784701;1.099578521
5318;5338.164069;0.379166398
5154;5247.987183;1.823577481
5140;5113.829688;0.50915003
5287;5229.13594;1.094459239
5446;5486.024296;0.734930152
5720;5613.313458;1.865149342
5953;5954.41163;0.023712916
6119;6093.651685;0.414255842
6172;6181.519703;0.154240169
6146;6123.673345;0.363271313
6085;6051.430921;0.551669333
6039;5979.210976;0.990048419
6054;5968.489919;1.412455911
6412;6051.770209;5.618056628
6708;6700.914254;0.105631275
6755;6864.047135;1.614317328
6813;6706.004106;1.57046666
6767;6821.343445;0.803065541
6681;6673.767009;0.108262095
6686;6566.849504;1.782089388
6523;6661.312684;2.120384553
6347;6365.997893;0.29932083
5984;6237.268153;4.232422341
5663;5736.569709;1.299129596
5432;5515.53965;1.537916977
5409;5362.612521;0.857598053
5549;5511.587476;0.674221007
5928;5748.810892;3.022758228
6281;6288.103634;0.113097174
6599;6532.814314;1.00296539
6776;6793.560967;0.259164219
6815;6808.252422;0.099010676
6771;6736.599264;0.50805991
6712;6635.16736;1.144705602
6671;6590.070095;1.213160015
6574;6593.184186;0.291819072
6568;6466.927891;1.53885672
6855;6583.250905;3.964246456
7066;7109.759854;0.619301648
7123;7182.320075;0.832796217
7077;7113.026404;0.509063214
6949;7008.193308;0.851824836
6863;6829.941809;0.481687176
6856;6787.83259;0.994273774
6766;6842.260783;1.127117685
6610;6688.391738;1.185956699
6225;6513.658653;4.637086801
5894;5965.167833;1.207462393
5650;5744.965234;1.680800601
5586;5570.296245;0.281127013
5663;5652.622162;0.183256898
6084;5817.692039;4.377185416
6431;6499.221127;1.060816778
6792;6674.816502;1.725316526
6994;7030.444832;0.521087108
7044;7041.50124;0.035473589
7088;6967.486368;1.700248761
6971;7019.803279;0.700090078
6963;6770.489942;2.76475741
6867;6913.024332;0.670224725
6879;6743.924328;1.963594594
7087;6903.264319;2.592573461
7424;7263.752216;2.15851002
7429;7663.452859;3.155914104
7395;7344.936547;0.676990579
7298;7347.666918;0.680555194
7214;7200.029271;0.193661344
7137;7133.044338;0.055424718
6961;7058.927979;1.406809062
6695;6824.327741;1.931706358
6295;6536.631297;3.838463814
5976;6055.71331;1.333890729
5751;5853.07732;1.774949058
5707;5702.515908;0.078571798
5778;5803.67848;0.444418143
6223;5935.010537;4.627823612
6580;6665.785004;1.303723469
6768;6823.555852;0.820860692
6890;6845.089478;0.651821805
6958;6918.53432;0.567198623
6827;6927.266364;1.46867385
6950;6618.658643;4.767501539
6768;7008.506213;3.553578801
6696;6535.849405;2.391735291
6673;6660.478077;0.187650583
7040;6669.688932;5.260100397
7346;7368.100024;0.300844324
7402;7517.018457;1.553883508
7390;7369.598271;0.276072114
7194;7347.106241;2.12824911
7185;6997.753586;2.606073953
7159;7179.923321;0.292265976
7013;7098.012158;1.212208155
6717;6885.734362;2.512049455
6349;6513.746933;2.594848524
5981;6142.948711;2.70771963
5756;5803.117392;0.818578733
5690;5711.074811;0.370383324
5822;5765.251398;0.974726937
6219;6039.603336;2.884654508
6595;6607.449668;0.18877435
6875;6867.995314;0.101886342
7038;7036.515663;0.021090327
7044;7077.754856;0.479200116
6972;6940.087301;0.45772661
6849;6822.263115;0.39037648
6735;6680.964429;0.802309892
6643;6619.118359;0.359500844
6592;6575.320813;0.253021652
6903;6580.452967;4.67256313
7258;7201.980725;0.771827977
7310;7501.397325;2.618294461
7255;7268.130733;0.180988734
7065;7178.219215;1.602536654
7046;6890.680525;2.204363829
6960;7037.166776;1.108718053
6795;6852.877534;0.8517665
6524;6667.634855;2.201637873
6141;6359.518174;3.558348376
5764;5922.556912;2.750813874
5510;5587.102006;1.399310447
5437;5449.631336;0.232321799
5516;5518.941838;0.053332813
5938;5690.95925;4.160335968
6302;6364.371412;0.989708214
6532;6564.583077;0.498822366
6706;6650.907724;0.821537073
6729;6772.538317;0.647025065
6732;6643.067432;1.321042298
6626;6644.73057;0.282682915
6529;6453.973786;1.149122591
6446;6417.813409;0.437272582
6414;6377.581752;0.567793084
6641;6407.659716;3.51363174
6951;6854.429234;1.389307525
6989;7170.749842;2.600512841
6886;6947.663734;0.895494252
6647;6776.603165;1.949799383
6444;6450.28737;0.097569363
6289;6302.446403;0.213808285
6110;6186.465559;1.251482141
6009;6007.44746;0.025836911
5688;6012.272291;5.70098964
5425;5500.275025;1.387558069
5110;5345.179366;4.602335939
4945;4973.725628;0.580902481
4894;4954.255347;1.231208565
5035;4963.5862;1.418347567
5303;5246.483392;1.065747841
5680;5565.647376;2.013250416
5934;5980.343582;0.780983855
6112;6060.959304;0.835089919
6185;6172.573271;0.200917205
6175;6143.428413;0.511280768
6109;6071.513234;0.613631796
5975;5976.980667;0.033149241
5911;5818.068057;1.572186477
6141;5862.459613;4.535749662
6398;6345.334312;0.823158619
6430;6562.695287;2.063690315
6378;6395.984204;0.281972462
6281;6319.894597;0.619242107
6169;6198.859436;0.484023929
6114;6069.546066;0.727084301
6028;6066.826861;0.644108509
5976;5965.675411;0.17276755
5647;5973.101574;5.774775535
5269;5408.558786;2.648676895
4969;5064.447749;1.920864346
4869;4851.20063;0.365565214
4839;4916.42121;1.599942348
4924;4906.116778;0.363184852
5124;5082.491723;0.81007566
5440;5348.440752;1.683074421
5773;5708.844149;1.111308688
5928;5988.797361;1.025596512
5971;5944.91442;0.436871219
5941;5917.921899;0.388454816
5794;5837.296883;0.74727102
5660;5607.131265;0.934076582
5619;5529.028378;1.601203451
5971;5593.403294;6.323843675
6377;6281.392139;1.499260794
6461;6641.021362;2.786277085
6502;6433.786547;1.049114932
6427;6497.943961;1.103842554
6385;6318.361332;1.043675309
6344;6312.132014;0.502332698
6216;6259.947912;0.707012738
6042;6090.985563;0.810750799
5633;5924.063855;5.167119733
5257;5347.648329;1.724335723
5017;5072.882337;1.113859617
4990;4956.405395;0.673238575
5159;5096.623056;1.209089816
5619;5386.955037;4.129648737
6164;6047.359622;1.892283878
6473;6568.726573;1.478859455
6624;6598.530071;0.384509791
6611;6629.94309;0.286538958
6554;6474.39706;1.214570333
6429;6402.53699;0.41161938
6322;6238.177831;1.325880566
6216;6200.573231;0.24817839
6269;6134.638405;2.143269972
6564;6350.143135;3.258026584
6826;6822.019567;0.058312813
6849;6990.501378;2.066015149
6797;6803.070819;0.089316152
6609;6730.698524;1.841406016
6512;6434.698363;1.187064444
6530;6438.703585;1.398107435
6365;6540.901724;2.763577756
6150;6221.104299;1.156167471
5738;6028.319177;5.059588298
5377;5478.917935;1.895442347
5126;5219.478934;1.823623378
5048;5056.37762;0.165959188
5185;5117.913179;1.293863466
5688;5406.723451;4.945087013
6126;6165.649146;0.647227324
6360;6426.598472;1.047145784
6499;6453.845839;0.694786293
6509;6523.658;0.225195884
6475;6408.150236;1.03242879
6387;6346.620612;0.632212122
6302;6231.309382;1.121717201
6223;6200.708443;0.358212386
6214;6159.620724;0.875109037
6525;6229.887136;4.52280252
6769;6805.152278;0.534085947
6795;6911.279297;1.711247926
6785;6753.307301;0.467099471
6655;6753.717945;1.483365067
6548;6521.77635;0.400483348
6511;6452.048607;0.905412273
6303;6473.514058;2.705284119
6102;6134.054519;0.52531168
5703;5999.002658;5.190297357
5347;5449.280139;1.912850921
5119;5192.79981;1.441684122
5097;5073.241431;0.466128486
5132;5211.174668;1.542764374
5707;5251.240324;7.98597645
6125;6266.345184;2.307676472
6368;6388.781909;0.326349076
6440;6471.437848;0.488165334
6476;6395.868134;1.237366682
6457;6420.212066;0.569737243
6391;6336.26563;0.856428884
6283;6248.639927;0.546873677
6198;6152.834955;0.72870353
6220;6137.62892;1.324293887
6509;6264.637346;3.754227286
6778;6759.509844;0.272796641
6814;6942.989313;1.893004293
6771;6774.301378;0.048757618
6641;6708.746415;1.020123705
6558;6513.715348;0.675276793
6543;6481.857957;0.934464973
6362;6518.083497;2.453371541
6173;6207.980882;0.566675562
5731;6072.873113;5.965330881
5374;5435.734066;1.148754494
5136;5224.760335;1.72819966
5067;5078.601942;0.228970627
5220;5143.957706;1.456748921
5711;5452.458276;4.527083237
6150;6174.586705;0.399783819
6363;6454.334547;1.435400713
6462;6436.669127;0.391997415
6450;6456.790798;0.105283688
6390;6341.240022;0.763066943
6317;6248.75397;1.080355067
6259;6186.185551;1.16335595
6171;6182.809217;0.191366344
6200;6092.049347;1.741139569
6486;6253.933968;3.577953002
6799;6736.570199;0.918220334
6811;7001.951565;2.80357606
6807;6735.119544;1.055978489
6602;6779.921155;2.694958416
6623;6399.742983;3.370934878
6552;6651.355534;1.516415359
6418;6451.580094;0.523217426
6174;6314.521003;2.276012357
5795;6019.368856;3.871766273
5451;5566.909394;2.126387705
5217;5293.249319;1.461554892
5143;5157.472248;0.281397003
5269;5211.628879;1.088842688
5731;5476.290333;4.444419243
6212;6173.385293;0.621614733
6443;6563.200981;1.865605782
6537;6522.510457;0.221654316
6501;6524.166167;0.356347739
6361;6374.530674;0.212712998
6200;6160.316548;0.640055671
6043;6015.493572;0.45517835
5927;5908.688964;0.30894273
5846;5868.162744;0.379109541
6106;5826.160447;4.583025756
6488;6384.692242;1.592289736
6506;6780.966655;4.226354985
6474;6439.327161;0.535570576
6272;6436.06176;2.615780607
6293;6088.2631;3.253406958
6282;6326.8455;0.713872968
6265;6229.688514;0.563631063
6204;6242.20238;0.615770142
5855;6170.606449;5.390374875
5450;5596.373211;2.685746988
5224;5214.477151;0.182290374
5133;5164.526344;0.614189442
5182;5161.406474;0.397404977
5364;5307.318508;1.05670194
5679;5581.124554;1.723462685
6093;5969.326315;2.029766697
6421;6399.231582;0.339019124
6501;6586.926109;1.321736793
6416;6432.153335;0.25176644
6321;6246.877724;1.172635287
6177;6177.358137;0.005797908
6043;6003.615092;0.651744304
5949;5920.330439;0.481922356
6209;5896.676191;5.030178912
6587;6476.177111;1.682448594
6591;6868.729799;4.213773312
6554;6515.784488;0.583086848
6436;6516.117092;1.244827407
6378;6327.476142;0.792158331
6313;6324.765662;0.186371961
6260;6233.924283;0.416544998
6251;6221.571184;0.470785723
5853;6268.68538;7.102090889
5509;5541.824339;0.595831167
5273;5343.328666;1.333750544
5149;5196.758243;0.927524632
5132;5156.24761;0.472478763
5228;5209.614569;0.351672352
5426;5391.22073;0.640974374
5768;5642.808104;2.170455891
6137;6052.07315;1.383849606
6348;6373.550015;0.402489205
6345;6400.89498;0.880929546
6277;6229.420722;0.757993909
6157;6146.778844;0.166008708
5954;6000.440768;0.779992748
5915;5750.895367;2.774380952
6171;5906.197081;4.291086038
6594;6405.248738;2.862469847
6685;6907.088138;3.322186054
6619;6666.6943;0.720566549
6578;6530.849765;0.716786788
6508;6532.27124;0.37294468
6633;6413.97548;3.302043113
6559;6704.71444;2.221595368
6282;6438.328638;2.488516997
5871;6069.950495;3.388698598
5511;5602.388237;1.658287729
5318;5334.334894;0.307162358
5255;5282.371372;0.520863405
5424;5310.843357;2.0862213
5972;5665.360404;5.134621496
6510;6476.548972;0.513840679
6716;6884.462533;2.508376015
6834;6748.896223;1.245299639
6793;6834.563076;0.611851552
6702;6644.775248;0.85384589
6556;6529.780703;0.39992827
6426;6360.958791;1.012157003
6330;6305.729589;0.383418813
6288;6277.271007;0.170626476
6552;6295.197616;3.919450313
6890;6816.436279;1.06768826
7036;7135.932242;1.420299066
6997;7082.059344;1.215654482
6835;6911.766829;1.123143078
6797;6678.031232;1.750312906
6767;6760.535712;0.095526643
6618;6708.141804;1.362070179
6365;6480.228609;1.810347347
6015;6200.028755;3.076122279
5693;5811.686482;2.084779235
5478;5547.859512;1.27527404
5422;5427.948129;0.109703601
5571;5498.211957;1.306552556
6064;5792.423266;4.478508139
6540;6521.165236;0.287993329
6744;6872.018948;1.898264356
6809;6795.029596;0.205175562
6799;6772.657435;0.387447642
6716;6700.655236;0.228480707
6642;6554.629718;1.315421296
6563;6515.673404;0.721112236
6465;6470.969956;0.092342702
6452;6387.614024;0.997922754
6661;6477.807956;2.750218348
6943;6861.905904;1.167997928
6993;7146.041484;2.188495415
6946;6965.726511;0.28399814
6773;6881.329858;1.599436857
6697;6617.657561;1.18474599
6656;6646.411308;0.144060882
6561;6612.92076;0.791354374
6403;6486.814184;1.308983038
5979;6313.217843;5.589861899
5606;5691.831704;1.531068568
5391;5435.288593;0.821528345
5309;5352.145017;0.81267691
5500;5360.780714;2.53125975
6005;5759.59788;4.086629803
6475;6466.667298;0.128690372
6675;6805.893341;1.960948924
6772;6725.88925;0.680902984
6746;6763.826373;0.264251014
6750;6621.791667;1.899382718
6618;6662.176691;0.667523288
6549;6418.024329;1.999933902
6469;6476.647752;0.118221551
6448;6399.595645;0.750687888
6666;6459.399885;3.099311658
6932;6872.028729;0.865136631
6995;7117.308364;1.748511286
6963;6984.88976;0.314372539
6816;6905.884077;1.318721786
6780;6677.69488;1.508925067
6753;6755.287665;0.033876278
6546;6709.205262;2.493205962
6357;6368.882206;0.186915311
5919;6264.866513;5.843326802
5550;5626.681075;1.381640994
5295;5388.36165;1.763203957
5313;5226.672539;1.624834584
5378;5469.97108;1.710135364
5871;5514.837081;6.066477924
6363;6357.400496;0.088001004
6566;6718.760874;2.32654393
6648;6618.542719;0.443099899
6664;6626.495577;0.562791469
6589;6586.631358;0.035948436
6472;6430.00893;0.648811335
6382;6303.713793;1.226672004
6317;6283.986292;0.522616872
6314;6277.18793;0.583022966
6529;6338.448143;2.918545824
6887;6731.329108;2.260358526
6962;7154.010697;2.757981863
6907;6936.104439;0.421375986
6726;6821.780794;1.424037979
6695;6557.231716;2.057778696
6661;6678.223156;0.25856712
6537;6603.72998;1.020804343
6316;6428.971449;1.78865498
5927;6177.827958;4.231954746
5526;5684.409006;2.866612494
5353;5322.883839;0.562603426
5263;5359.337577;1.830468879
5416;5301.706548;2.110292686
5812;5650.668591;2.77583291
6310;6191.881351;1.871927877
6455;6694.251907;3.706458668
6507;6458.10396;0.751437526
6428;6481.587241;0.833653405
6367;6282.530156;1.326682017
6227;6254.230936;0.437304256
6125;6049.47587;1.233047018
6013;6038.397888;0.422382976
5973;5940.187057;0.549354476
6259;5990.089308;4.296384274
6683;6540.215072;2.136539393
6759;6992.408451;3.453298581
6710;6719.479797;0.141278648
6557;6629.129492;1.100037999
6425;6408.655616;0.254387303
6436;6307.727852;1.993041459
6384;6432.560093;0.760653088
6215;6322.895702;1.736053137
5880;6102.411245;3.782504173
5532;5665.734779;2.417476124
5294;5357.588164;1.20113646
5211;5221.492489;0.20135269
5247;5255.904274;0.169702188
5444;5367.454871;1.406045717
5764;5679.154921;1.471982631
6165;6050.731481;1.853503953
6462;6457.059797;0.076450065
6531;6604.091618;1.119148953
6487;6461.173645;0.398124785
6364;6358.256921;0.090243225
6251;6188.241637;1.003973172
6123;6116.722545;0.102522533
6047;6000.397116;0.770677753
6243;6008.831826;3.750891786
6642;6448.495885;2.913341093
6711;6955.735787;3.646785679
6644;6683.978066;0.601716828
6519;6560.148522;0.631209106
6436;6409.975637;0.404356174
6320;6365.122201;0.713958883
6279;6204.466715;1.187024768
6175;6260.85332;1.390337167
5835;6118.163132;4.852838589
5487;5602.41667;2.103456723
5266;5311.977987;0.873110283
5094;5212.231923;2.321003601
5112;5061.34167;0.990968904
5227;5234.410958;0.141782248
5410;5394.932375;0.27851433
5757;5607.895455;2.589969521
6123;6047.844333;1.227432091
6292;6356.643948;1.027399039
6327;6309.726391;0.273014214
6246;6255.925318;0.15890679
6096;6097.159054;0.019013347
5962;5915.390939;0.781768889
5869;5829.589217;0.67150764
6095;5800.119748;4.838068115
6486;6317.374824;2.599833111
6591;6779.724289;2.863363505
6616;6596.046346;0.301596953
6585;6604.272213;0.292668383
6529;6528.835509;0.002519387
6533;6447.644821;1.306523478
6380;6497.845065;1.847101332
6195;6219.598294;0.397066894
5773;6077.287013;5.270864586
5467;5474.926517;0.14498842
5228;5343.515648;2.20955715
5160;5149.172017;0.209844627
5325;5229.367723;1.795911306
5817;5560.953635;4.401690987
6342;6273.11894;1.08610943
6587;6718.42385;1.99520039
6712;6659.681479;0.779477366
6610;6714.492568;1.58082553
6523;6410.922336;1.718191994
6382;6374.171921;0.122658714
6220;6195.463645;0.394475162
6082;6071.538993;0.171999453
6025;6002.411003;0.374921118
6302;6036.919491;4.206291804
6766;6589.008278;2.615898942
6861;7118.731454;3.756470683
6802;6834.375745;0.475973902
6650;6712.846507;0.945060256
6588;6505.506972;1.252171044
6566;6528.573799;0.570000019
6434;6512.385356;1.21829898
6162;6306.327256;2.342214481
5764;5981.661891;3.776229895
5452;5525.316189;1.34475768
5209;5329.355848;2.310536525
5150;5135.840111;0.274949297
5331;5231.663213;1.863379988
5740;5584.568291;2.707869496
6251;6124.810564;2.018707987
6435;6636.562456;3.132283693
6525;6463.481002;0.942819894
6464;6518.222571;0.838839283
6357;6315.530161;0.652349208
6201;6193.366844;0.123095566
6095;6016.987676;1.279939696
5963;6004.494505;0.695866255
5975;5870.988674;1.740775328
6147;6041.154602;1.721903342
6597;6323.255785;4.149525762
6724;6962.4064;3.545603802
6649;6725.385562;1.14882782
6474;6536.047225;0.958406317
6377;6313.312601;0.998704702
6348;6298.865622;0.774013511
6202;6306.329659;1.682193797
6022;6068.515055;0.772418719
5581;5925.7369;6.176973669
5256;5287.780325;0.604648491
5020;5135.328469;2.297379854
4940;4956.290947;0.329776253
5077;5003.518009;1.447350628
5497;5294.677407;3.680600192
5935;5903.147566;0.536688017
6157;6261.696247;1.70044254
6145;6240.539405;1.554750288
6154;6042.531792;1.811313103
6064;6100.418492;0.6005688
5921;5904.668154;0.275829188
5810;5748.71632;1.054796566
5743;5714.071591;0.503715978
5731;5716.449851;0.253884992
5906;5758.33515;2.500251442
6286;6081.515452;3.253015402
6369;6587.365877;3.428573988
6325;6349.509017;0.387494346
6212;6249.579944;0.60495724
6152;6098.959364;0.862168991
6081;6094.308726;0.218857521
5912;5996.500925;1.429311989
5785;5770.802352;0.245421739
5398;5730.693549;6.163274337
5022;5131.088173;2.172205759
4769;4838.787689;1.463361062
4749;4701.195988;1.006612164
4797;4867.186844;1.463140373
5259;4919.488137;6.455825494
5669;5717.730288;0.859592304
5874;5958.199226;1.43342231
5921;5954.982757;0.573936108
5895;5872.867977;0.375437207
5847;5801.603989;0.776398337
5747;5732.399984;0.254045871
5645;5598.669924;0.820727653
5561;5540.508391;0.368487852
5545;5511.126697;0.610880135
5757;5567.612974;3.289682573
6142;5961.502599;2.938739842
6136;6431.794926;4.82064743
6027;6035.916538;0.147943214
5898;5919.904506;0.371388712
5868;5792.681657;1.283543677
5796;5844.901961;0.84371913
5671;5710.286583;0.692762877
5522;5576.138087;0.980407234
5156;5453.389858;5.767840537
4842;4914.726911;1.502001472
4597;4703.115812;2.308370931
4531;4516.498543;0.320049814
4681;4601.463799;1.699128403
5071;4896.050605;3.449997928
5409;5439.036247;0.55530129
5569;5647.242331;1.404961954
5640;5627.627538;0.219369886
5623;5634.712799;0.208301608
5587;5531.64992;0.990694119
5454;5487.389569;0.612203316
5335;5286.091213;0.916753267
5243;5235.263771;0.147553489
5232;5192.169521;0.761285921
5400;5260.564026;2.582147659
5795;5567.658997;3.923054411
5892;6108.392789;3.672654252
5815;5881.975407;1.151769677
5664;5710.106122;0.814020515
5506;5528.246098;0.404033744
5443;5374.493906;1.258609119
5386;5394.940761;0.166000016
5309;5343.593476;0.651600595
4996;5281.039955;5.705363391
4681;4783.254628;2.184461184
4419;4531.402328;2.543614567
4290;4319.845931;0.695709336
4342;4299.269105;0.984129319
4481;4480.713269;0.006398808
4703;4658.168245;0.953258662
5028;4920.796655;2.132126981
5245;5285.934663;0.78045115
5338;5344.552303;0.122748284
5392;5323.914977;1.262704439
5385;5358.260854;0.496548667
5344;5301.411701;0.796936729
5135;5249.796966;2.235578687
4997;4921.058152;1.519748807
5109;4915.937403;3.778872513
5535;5244.413901;5.24997468
5646;5881.952534;4.179109711
5585;5645.074316;1.075636813
5480;5503.580133;0.430294399
5335;5397.982231;1.180547915
5219;5211.626341;0.141284904
5162;5119.331435;0.826589792
5121;5125.524591;0.088353655
4854;5120.545339;5.491251327
4504;4667.595102;3.632218081
4215;4310.324749;2.261559892
4079;4101.594099;0.553912703
4044;4088.724688;1.10595173
4115;4109.145794;0.142265037
4267;4255.888881;0.26039651
4552;4450.097692;2.238627144
4848;4807.137105;0.842881488
5001;5046.129111;0.90240173
5036;5033.420988;0.051211522
4970;4980.471736;0.210698923
4828;4847.263394;0.398993256
4666;4665.508985;0.010523259
4588;4517.874413;1.528456554
4715;4543.917963;3.628463146
5224;4851.045937;7.139243172
5416;5643.331678;4.197409115
5388;5466.498909;1.456921105
5332;5306.169678;0.484439653
5279;5263.120224;0.300810302
5294;5205.838816;1.665303815
5213;5263.082175;0.96071695
5096;5102.482107;0.127199904
4631;5015.642893;8.305827956
4335;4278.163095;1.311116619
4119;4229.783115;2.689563356
3983;4050.170096;1.686419693
4210;3980.9975;5.439489304
4713;4506.918974;4.372608229
5146;5162.576044;0.322115117
5423;5436.600166;0.250786758
5523;5544.422619;0.387880116
5462;5494.017097;0.586179006
5336;5306.177021;0.558901408
5259;5144.63696;2.174615713
5178;5140.039301;0.733115091
5156;5084.693049;1.382989748
5166;5148.666591;0.335528626
5407;5195.39147;3.913603291
5792;5632.381036;2.755852272
5856;6071.101013;3.673173028
5811;5804.868552;0.105514509
5685;5731.309558;0.81459204
5548;5553.592883;0.100808997
5524;5420.019274;1.88234478
5429;5498.36109;1.277603424
5189;5342.537637;2.958906095
4805;5028.690338;4.655366042
4442;4569.789296;2.876841424
4258;4274.721007;0.392696269
4212;4247.431797;0.841210759
4314;4287.596188;0.612049409
4752;4492.68502;5.456965067
5224;5177.51658;0.889805131
5529;5571.679619;0.771922935
5683;5670.134625;0.22638352
5709;5698.609545;0.182001316
5736;5619.97027;2.022833502
5682;5655.721089;0.462494037
5597;5534.372577;1.118946266
5522;5473.386473;0.880360863
5450;5450.324118;0.005947112
5695;5404.219694;5.105887721
5976;5929.420565;0.77944169
6034;6161.821063;2.118347082
6045;6012.599263;0.535992342
5875;6027.229171;2.591134822
5780;5707.30564;1.257687883
5724;5710.481675;0.236169203
5576;5667.821808;1.646732566
5419;5457.397325;0.708568465
5019;5340.306814;6.401809402
4688;4751.81695;1.361283053
4411;4551.21128;3.178673307
4382;4313.323687;1.567236713
4505;4496.495531;0.188778457
4916;4695.660859;4.4820818
5375;5313.904266;1.136664827
5652;5719.643407;1.196804786
5754;5778.239457;0.42126272
5765;5730.918423;0.591180875
5756;5678.792821;1.341333893
5683;5655.814546;0.478364488
5633;5537.257962;1.699663374
5552;5552.866579;0.015608405
5593;5475.538027;2.100160429
5740;5650.137363;1.565551165
6027;5864.269684;2.700021843
6137;6241.273616;1.699097545
6126;6155.174638;0.47624287
5966;6071.614051;1.770265688
5862;5806.024969;0.954879416
5823;5781.231123;0.717308547
5669;5787.444248;2.089332301
5498;5537.41645;0.716923432
5084;5406.628977;6.345967295
4740;4808.182986;1.438459619
4495;4596.175014;2.250834567
4461;4428.463729;0.729349271
4590;4564.162757;0.562902898
5017;4788.630069;4.551922081
5513;5427.901021;1.543605636
5783;5884.917223;1.76235904
5876;5890.408041;0.245201507
5923;5842.438059;1.360154335
5955;5866.159073;1.491871154
5817;5876.744493;1.027067104
5748;5599.94845;2.575705459
5567;5664.263313;1.747140524
5532;5403.671089;2.319756172
5769;5552.029863;3.760966147
6139;5994.006214;2.361846984
6291;6412.067287;1.924452187
6197;6332.900535;2.193005252
6086;6065.681606;0.333854647
5983;5988.68843;0.095076548
5959;5882.192283;1.288936343
5767;5922.535989;2.696999983
5674;5591.835531;1.44808723
5376;5655.288471;5.195098041
5023;5177.211053;3.070098612
4786;4836.52784;1.05574259
4719;4719.144824;0.003068947
4857;4785.193393;1.478414799
5298;5060.178798;4.488886414
5686;5705.495994;0.342877129
5863;5951.649221;1.512011282
5905;5922.068109;0.289045034
5898;5860.426304;0.637058259
5829;5819.894382;0.156212348
5785;5692.699648;1.595511702
5719;5694.031024;0.436596883
5594;5637.957005;0.785788427
5567;5492.665047;1.335278478
5703;5586.448142;2.043693813
6120;5844.193554;4.50664127
6258;6455.02729;3.148406672
6240;6270.390134;0.487021377
6081;6174.351665;1.535136745
5946;5924.468438;0.362118437
5909;5835.653395;1.241269337
5850;5872.027229;0.376533823
5808;5790.605074;0.299499416
5473;5796.187415;5.905123611
5136;5226.232231;1.756858077
4882;4967.944167;1.760429474
4780;4790.731746;0.224513515
4824;4808.907668;0.312859284
5019;4947.715285;1.42029717
5329;5244.897029;1.578213005
5638;5607.137305;0.547405023
