27554,0;32650,977933123704
30372,0;30928,397498668295
30100,0;31411,331696459416
32164,0;29183,234324957713
31004,0;31785,526921154637
27223,0;30392,302905926656
28322,0;30006,348002092156
29100,0;28870,15050710443
31120,0;28860,471076750513
30507,0;30433,32593140346
34176,0;30204,66625261223
33576,0;32606,941250909105
30938,0;31775,54100147503
31937,0;31368,415829681977
32093,0;32095,732098470966
32985,0;30637,74742297234
32400,0;32253,664519160237
32432,0;33584,551102038364
29024,0;32072,54550924439
31441,0;30838,49435939003
30797,0;32311,7316356018
30465,0;30115,210771284008
30388,0;31178,02152513522
27922,0;30329,922055792005
30054,0;30269,757301565714
30923,0;30217,245725576227
30038,0;29753,871577194994
28064,0;30624,842718372012
25863,0;29375,972598471508
28148,0;28800,9833200743
25213,0;27742,645000807537
28230,0;27259,721910733508
24329,0;28408,937441259466
21675,0;26022,60054639464
20863,0;25183,492733901367
25243,0;22461,889784955605
25275,0;26522,233209172708
23575,0;24987,125214578373
26976,0;25899,706820778465
28715,0;26133,547451045117
21717,0;28729,043592388065
21729,0;26097,833932560647
23613,0;23822,15138686722
24178,0;24144,01290458009
25338,0;24399,735729104093
24049,0;24630,919680157596
26413,0;24590,133904827002
25088,0;24887,10380160408
21710,0;24859,037786074376
26169,0;21855,667629378073
25936,0;24269,081553639986
24215,0;25016,3407722876
28604,0;25074,177946486096
28337,0;31162,473882697264
28948,0;23975,160294967194
27427,0;30120,997245111106
23302,0;27223,287505331926
24792,0;25525,79875197476
25284,0;22511,602170306425
27662,0;26911,769516109856
28235,0;30146,6263980114
23951,0;27360,720954006636
23793,0;25484,974082736044
21837,0;25333,93163797817
27313,0;24085,894476326484
23545,0;27204,99146623896
27597,0;24499,92275980058
31885,0;30422,462769924103
25357,0;32006,7535634477
25615,0;26206,783312754134
26035,0;25826,986874134367
28821,0;26357,17222372223
27985,0;27398,724104589033
30392,0;27156,31015718339
31426,0;30307,130179247313
31607,0;26570,95029619866
26997,0;29826,83568669453
27072,0;30239,58309557893
28044,0;28036,133104456538
28813,0;27638,506181584708
28780,0;28890,971564801708
32061,0;28411,605552456862
28093,0;28492,60256067513
27153,0;27555,405267912458
27348,0;30250,351451744544
28407,0;28023,224398977254
28627,0;28491,678917892066
30489,0;28286,72155103476
29171,0;30641,554272661404
28916,0;28774,51496462886
27930,0;29255,744290617462
27464,0;28491,92496246253
28214,0;27897,281962218727
27258,0;28111,599670451113
29136,0;28326,101673053767
30921,0;29088,278331275673
27641,0;28612,073321506286
29112,0;28737,331847902697
28505,0;29865,544575719854
26744,0;28554,734214136242
24060,0;27569,839859559088
25465,0;27526,328672923348
28256,0;27167,956382558346
25213,0;27683,29715446827
24501,0;28146,82329503114
25039,0;26789,828301737492
22797,0;25560,640381704616
26228,0;24325,29399491398
28749,0;26234,67120107499
28280,0;26655,882909759093
23590,0;26829,559015045885
26199,0;25808,395537558143
25492,0;27174,719905010475
24357,0;23092,083113529716
27278,0;24799,178920182443
28557,0;27802,193880823546
26860,0;25439,810306106723
24179,0;26780,429831002657
24471,0;25739,636917236923
28691,0;25484,811832262745
29576,0;28722,911892538108
26710,0;32840,53509106232
29834,0;26899,23815622437
29078,0;26796,85247382684
29104,0;27707,875274948514
25833,0;28418,384229547595
24252,0;26420,12946233169
28866,0;26509,5669734524
29909,0;27611,86474509827
28083,0;31677,841172666744
28053,0;27811,189469998248
27863,0;28150,129950756043
29631,0;26390,57023919488
27732,0;28458,695280770928
30370,0;28090,05337177574
29380,0;29429,16704445188
27991,0;28474,08836251867
28771,0;29014,208166400127
27741,0;28698,970662502288
27463,0;26903,958243121895
24076,0;27815,740272772393
24316,0;26545,517977594227
27568,0;26664,31201813803
29540,0;27279,94460656531
29287,0;27342,63510498474
28520,0;30272,67821941265
26285,0;28523,136465733383
27413,0;26965,152139556045
24912,0;27603,503605808364
26337,0;26113,992922840014
29176,0;26932,30772714288
30670,0;28495,957885996257
27423,0;31530,250308417315
26134,0;27361,572933766634
26678,0;27126,19002656417
28863,0;25334,120772666443
28209,0;27490,61128430673
30291,0;29460,036665603875
30428,0;29870,052107176383
24364,0;28870,87946756436
26854,0;27307,668660691757
27534,0;27639,799544572907
26216,0;25302,024229548893
22903,0;26965,062280244852
